AccessID,AccessID Status,Block Name,Circuit ID,Clone Type,Comments,Connected Customer Unit,Connected Equipment ID,Connected Fiber ID,Connected Landlord ID,Connected Port ID,Connected Port Type,Connected Segment ID,Connected Structure ID,connector type,Count of Pair,Creation User,Date Created,Date Modified,DROP_ID,EDITTRACKINGDATE,EDITTRACKINGUSER,Block Slot,Equipment Port Number,Equipment IPID,External connection,Fusion fiber connection,Home Passed,Inport-OutPort,Item of Plant ID,IPID FKey,Is Delete,Is From End,Is Planning,OLT Large Name,Last User,0,OBJECTID,OLT IPV4 direction,OLT Port Id,OLT Slot Id,Parent Component IPID,Planning Id,Port Connector Type,Port current WO,Port Function,Port Number,Port position,PORT QUANTITY,Port ID,Port Label,Port Name,Port Type,OLT Short Name,Signal IPID,Status,3-GIS ID,Timestamp,UIPID,VNO ID,Source Database,Source Table,Source ID
CAI_ONT32000010202403261350259272726672,Occupied,,,,,,,,,,,,,,,,,,,2025-01-07T18:00:24,portaladmin,1,,{CB01E37D-D107-46F2-8671-601B11F2F7A4},,,4030576,,cb9f3836-a0ef-442c-abe2-c15e3f7539b3,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,1,1560057,10.37.55.210,9,4,,,,,,,,,5,,OUTPUT 0005,Output,OH_SANALPSTD_I_7360,,Occupied,{6FB76A66-823F-466F-B0FA-FE2E120E6928},,ONNET.68547000.U1mljRcQXa6iaXW*LmGOsDjWjM0pyZRsfsAYzxg40pX*Lckk2RTpBMLdzAvy0SPGYl4SWSYqAyX4Tx01Og2dgQ==,TDC,CPQD,splitter,3002846
CAI_ONT00000000000000000000000001090647,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{2C7A9DEA-2A9C-46EE-98D0-355091F8CB21},,,4022896,,8d2b6b53-97f9-4a5a-b86a-11d0b97d170d,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,2,1560659,10.37.55.210,9,4,,,,,,,,,4,,OUTPUT 0004,Output,OH_SANALPSTD_I_7360,,Occupied,{7B3F2286-94A4-473E-92C0-D2E1C3083422},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRTFCkQxSLipnfc3gUOPYkqI=,TDC,CPQD,splitter,3003838
CAI_ONT42000120202206101207154392429953,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{1BC1627A-0224-4A3C-84AC-CD0882221AB9},,,4031215,,08d80a18-c3ca-4323-b8e0-6f7d8ea2e0a9,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,3,1560077,10.37.55.210,9,4,,,,,,,,,7,,OUTPUT 0007,Output,OH_SANALPSTD_I_7360,,Occupied,{CF7B5D2C-0ADA-4651-A2F3-C67BB97FE51D},,ONNET.68547000.TplkjD0Om0PbXnUd1q9aAvOmqjeVrtwhTSRvz666R9U=,TDC,CPQD,splitter,3002906
CAI_ONT42000120202306231706059739064850,Occupied,,,,,,,,,,,,,,,,,,,2025-10-30T03:46:29,portaladmin,1,,{F2487871-B219-4273-85B8-E0ECF62E19E6},,,4772933,,ec1de2e2-0a21-4b33-a27f-87781abfea19,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,4,1559975,10.37.55.210,9,4,,,,,,,,,3,,OUTPUT 0003,Output,OH_SANALPSTD_I_7360,,Occupied,{BED9297C-63E8-43E7-998E-80492BB7F630},,ONNET.68547000.sQzIDoIJoYWtYxUJisJn4*Mxt6pf8dNS+OKpXWZ*nl4=,TDC,CPQD,splitter,3002863
1c658fab-5f56-11f1-b54f-41846de9f105,Occupied,,,,,,,,,,,,,,,andres.gomez-ext@onnetfibra.co,2026-03-31T13:43:36,2026-04-07T14:21:28,,2026-06-05T23:49:42,portaladmin,1,,65DBEB5E-7B5C-487E-B2B8-F1591D904E38,,,,,D2AD5BF4-5940-4C5A-A6A1-7015427DFC1A,,,,,OH_SANALPSTD_I_7360_PIEDECUESTA_4,andres.gomez-ext@onnetfibra.co,5,7011081,10.37.55.210,9,4,,,,,,,,,1,,OUTPUT 0001,Output,OH_SANALPSTD_I_7360,,Occupied,{FF1F04F9-F663-4722-A66C-0DEA0ACE8EEB},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfmMRnJZ+flTz1jpPFeS0sg4=,CLA,,,
5070ee18-fba1-11f0-9756-4ddb2c4c733e,Occupied,,,,,,,,,,,,,,,,,,M1548601,2026-01-28T18:17:37,portaladmin,1,,{E387D5E1-FD39-4F3F-830C-DAF897BF275B},,,4024122,,7116f6bf-d5f8-4fc3-be8a-03f83fe268a3,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,6,1560122,10.37.55.210,9,4,,,,,,,,,7,,OUTPUT 0007,Output,OH_SANALPSTD_I_7360,,Occupied,{14ED74CF-52B7-4FB1-A751-3A7CF71E17A8},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRcXQakAvvbctmDgSDiKJDAg=,TDC,CPQD,splitter,3003020
CAI_ONT00000000000000000000000004435231,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{2C7A9DEA-2A9C-46EE-98D0-355091F8CB21},,,4022922,,13d6eb15-d758-4f2a-a816-59d000c4d6e4,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,7,1560656,10.37.55.210,9,4,,,,,,,,,1,,OUTPUT 0001,Output,OH_SANALPSTD_I_7360,,Occupied,{678A090E-5A39-4557-A9DF-D2A4E0958890},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRQ2Pg*m3D990B7McGa8Ywc8=,TDC,CPQD,splitter,3003795
8b7ec896-d776-11f0-80fd-59526db1d550,Occupied,,,,,,,,,,,,,,,,,,M1305043,2025-12-15T22:32:56,portaladmin,1,,{1BC1627A-0224-4A3C-84AC-CD0882221AB9},,,4772814,,c07e83fd-44d8-4863-896f-620118e56fb3,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,8,1560072,10.37.55.210,9,4,,,,,,,,,2,,OUTPUT 0002,Output,OH_SANALPSTD_I_7360,,Occupied,{C3FD8411-3B91-4213-BB52-14DDE884ED74},,ONNET.68547000.sQzIDoIJoYWtYxUJisJn41xCr0AM5qDz596srRvTz*k=,TDC,CPQD,splitter,3002901
CAI_ONT00000000000000000000000001173220,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{3B7C8E73-839F-4C28-B3B2-BB780EEC64E5},,,4030554,,e5bfe166-ee7e-4e7f-9b49-3886e03b8a2d,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,9,1560499,10.37.55.210,9,4,,,,,,,,,7,,OUTPUT 0007,Output,OH_SANALPSTD_I_7360,,Occupied,{06EEB757-A0FD-4D79-AFB1-474F4686AEE2},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRbbqO+9Lfeudvs56M+ZwiPY=,TDC,CPQD,splitter,3003767
CAI_ONT00000000000000000000000000940537,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{2C7A9DEA-2A9C-46EE-98D0-355091F8CB21},,,4022895,,cbe5bade-9ade-43bb-889e-52e6fd4af7ca,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,10,1560657,10.37.55.210,9,4,,,,,,,,,2,,OUTPUT 0002,Output,OH_SANALPSTD_I_7360,,Occupied,{0AEC311A-E757-41D0-9804-593BCA6A94DA},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRe6L2*dykBvDTaI9t3WdDWw=,TDC,CPQD,splitter,3003796
CAI_ONT00000000000000000000000000936296,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{E387D5E1-FD39-4F3F-830C-DAF897BF275B},,,4024120,,f473b3e0-baa4-4be2-981d-2d22b6ad1725,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,11,1560117,10.37.55.210,9,4,,,,,,,,,2,,OUTPUT 0002,Output,OH_SANALPSTD_I_7360,,Occupied,{0CE7E5AF-F726-45F4-8F7B-79F88D3E69AB},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRai4XPrGTCTeomeOYWl7UQvo5bvKlSglcPg*uiUFl5Uf,TDC,CPQD,splitter,3002955
6c3f00c2-6fe8-11f1-b8e3-9ff2e61eeda7,Reserved,,,,,,,,,,,,,,,andres.gomez-ext@onnetfibra.co,2026-03-31T13:39:17,2026-04-07T14:20:23,,2026-06-24T16:19:43,portaladmin,1,,6A71970E-BEF8-4E69-BA9C-DA9C4A2BF601,,,,,8C81CBDA-537A-4651-A1A8-B666F5877DB9,,,,,OH_SANALPSTD_I_7360_PIEDECUESTA_4,andres.gomez-ext@onnetfibra.co,12,7011066,10.37.55.210,9,4,,,,,,,,,4,,OUTPUT 0004,Output,OH_SANALPSTD_I_7360,,Reserved,{FAC2AA8D-9F3D-4466-BB7B-35D9E2FB1C07},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRW3jclETbrqmSgK3HuKjWQM=,CLA,,,
CAI_ONT00000000000000000000000001025661,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{F2487871-B219-4273-85B8-E0ECF62E19E6},,,4807270,,700233fb-9a4c-4f1a-b754-401349579fba,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,13,1559974,10.37.55.210,9,4,,,,,,,,,2,,OUTPUT 0002,Output,OH_SANALPSTD_I_7360,,Occupied,{7E92CAB0-D43D-46A8-B92A-94DFEE9F23F1},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfm5mC9K8jiYIyGXrDKRalTx17m*HD*0L6ugzMaSsAfYJ,TDC,CPQD,splitter,3002862
CAI_ONT32000010202210181537558175611010,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{E387D5E1-FD39-4F3F-830C-DAF897BF275B},,,4022894,,67989a2c-2a86-4e49-ad22-67a01bbe6ea3,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,14,1560123,10.37.55.210,9,4,,,,,,,,,8,,OUTPUT 0008,Output,OH_SANALPSTD_I_7360,,Occupied,{A365F71B-82AA-4204-8D6A-5BD431AD8E4F},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRUyMCCBHZvbR*us*2AFMmsc=,TDC,CPQD,splitter,3003021
CAI_ONT32000010202501201102412327469526,Occupied,,,,,,,,,,,,,,,,,,,2025-08-05T09:42:02,portaladmin,1,,{F2487871-B219-4273-85B8-E0ECF62E19E6},,,4807301,,8409cb82-c62e-47da-aa3a-80240308261d,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,15,1559978,10.37.55.210,9,4,,,,,,,,,6,,OUTPUT 0006,Output,OH_SANALPSTD_I_7360,,Occupied,{C0930785-69B1-4678-9BAC-02A383C50120},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfjEQ11zv2BHwN44HNg0gpvq0SxMkWcCTQvY+eBKwVN96,TDC,CPQD,splitter,3002866
CAI_ONT32000010202406021138152989262537,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{F2487871-B219-4273-85B8-E0ECF62E19E6},,,4813630,,6cfe8315-6f44-43c2-8381-3cf5373664f6,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,16,1559977,10.37.55.210,9,4,,,,,,,,,5,,OUTPUT 0005,Output,OH_SANALPSTD_I_7360,,Occupied,{464B113F-4CB8-44A2-9D96-7877176DDB0C},,ONNET.68547000.TplkjD0Om0PbXnUd1q9aAulTy8OrQv2FZT4ktxiSCzLApg+UMjdelbs9xSf8IsXD,TDC,CPQD,splitter,3002865
